Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
NP15 2BJ,Yes,51.785084,-2.892934,338502,209980,SO385099,"Llanover","Llanarth",1999-06-01,,57,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2BL,Yes,51.78077,-2.890824,338642,209498,SO386094,"Llanover","Llanarth",1999-06-01,,57,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2BN,Yes,51.782513,-2.901117,337934,209701,SO379097,"Llanover","Llanarth",1999-06-01,,48,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2BP,Yes,51.779144,-2.910066,337312,209334,SO373093,"Llanover","Llanarth",1999-06-01,,47,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2BQ,Yes,51.776208,-2.896745,338227,208996,SO382089,"Llanover","Llanarth",1999-06-01,,55,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2BR,Yes,51.785026,-2.913359,337093,209991,SO370099,"Llanover","Llanarth",1999-06-01,,39,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2BS,Yes,51.774621,-2.891848,338563,208815,SO385088,"Llanover","Llanarth",1999-06-01,,62,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2BT,Yes,51.77085,-2.848161,341572,208360,SO415083,"Raglan","Raglan",1999-06-01,,61,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2BW,Yes,51.781998,-2.871708,339962,209619,SO399096,"Llanover","Llanarth",1999-06-01,,69,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2BX,Yes,51.768012,-2.861237,340666,208055,SO406080,"Raglan","Raglan",1999-06-01,,54,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2BY,Yes,51.781333,-2.85371,341203,209530,SO412095,"Mitchel Troy","Mitchel Troy",1999-06-01,,67,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001575,"Monmouthshire 005D"
NP15 2BZ,Yes,51.783451,-2.869721,340101,209779,SO401097,"Mitchel Troy","Mitchel Troy",1999-06-01,,68,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001575,"Monmouthshire 005D"
NP15 2DA,Yes,51.78021,-2.882328,339227,209429,SO392094,"Llanover","Llanarth",1999-06-01,,67,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2DB,Yes,51.779561,-2.885437,339012,209359,SO390093,"Llanover","Llanarth",1999-06-01,,74,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2DD,Yes,51.783006,-2.889544,338733,209746,SO387097,"Llanover","Llanarth",1999-06-01,,62,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2DE,Yes,51.797895,-2.884791,339081,211398,SO390113,"Llantilio Crossenny","Llantilio Crossenny",1999-06-01,,60,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001568,"Monmouthshire 005C"
NP15 2DF,Yes,51.804884,-2.871265,340023,212164,SO400121,"Llantilio Crossenny","Llantilio Crossenny",1999-06-01,,93,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001568,"Monmouthshire 005C"
NP15 2DH,Yes,51.808991,-2.859291,340854,212611,SO408126,"Llantilio Crossenny","Llantilio Crossenny",1999-06-01,,93,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001568,"Monmouthshire 005C"
NP15 2DJ,Yes,51.804085,-2.859376,340842,212065,SO408120,"Llantilio Crossenny","Llantilio Crossenny",1999-06-01,,96,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001568,"Monmouthshire 005C"
NP15 2DL,Yes,51.791556,-2.860641,340738,210673,SO407106,"Mitchel Troy","Mitchel Troy",1999-06-01,,63,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001575,"Monmouthshire 005D"
NP15 2DN,Yes,51.79049,-2.89146,338611,210580,SO386105,"Llanover","Llanarth",1999-06-01,,46,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2DP,Yes,51.765153,-2.853043,341228,207730,SO412077,"Raglan","Raglan",1999-06-01,,47,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2DR,Yes,51.765674,-2.854357,341138,207789,SO411077,"Raglan","Raglan",1999-06-01,,48,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2DS,Yes,51.765304,-2.851621,341326,207746,SO413077,"Raglan","Raglan",1999-06-01,,45,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2DT,Yes,51.766115,-2.851419,341341,207836,SO413078,"Raglan","Raglan",1999-06-01,,45,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2DU,Yes,51.766367,-2.852554,341263,207865,SO412078,"Raglan","Raglan",1999-06-01,,45,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2DW,Yes,51.766047,-2.853389,341205,207830,SO412078,"Raglan","Raglan",1999-06-01,,47,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2DX,Yes,51.75345,-2.827384,342984,206408,SO429064,"Raglan","Raglan",1999-06-01,,95,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2DY,Yes,51.764733,-2.853567,341191,207684,SO411076,"Raglan","Raglan",1999-06-01,,48,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EA,Yes,51.765486,-2.855103,341086,207769,SO410077,"Raglan","Raglan",1999-06-01,,48,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EB,Yes,51.764433,-2.85517,341080,207652,SO410076,"Raglan","Raglan",1999-06-01,,47,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2ED,Yes,51.763902,-2.855246,341074,207593,SO410075,"Raglan","Raglan",1999-06-01,,46,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EE,Yes,51.763707,-2.856098,341015,207572,SO410075,"Raglan","Raglan",1999-06-01,,46,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EF,Yes,51.764214,-2.856904,340960,207629,SO409076,"Raglan","Raglan",1999-06-01,,45,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EG,Yes,51.763015,-2.854838,341101,207494,SO411074,"Raglan","Raglan",1999-06-01,,44,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EH,Yes,51.763402,-2.853498,341194,207536,SO411075,"Raglan","Raglan",1999-06-01,,44,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EJ,Yes,51.764088,-2.853675,341183,207612,SO411076,"Raglan","Raglan",1999-06-01,,47,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EL,Yes,51.764081,-2.852975,341231,207611,SO412076,"Raglan","Raglan",1999-06-01,,46,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EN,Yes,51.763483,-2.851065,341362,207543,SO413075,"Raglan","Raglan",1999-06-01,,40,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EP,Yes,51.764288,-2.849124,341497,207631,SO414076,"Raglan","Raglan",1999-06-01,,41,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EQ,Yes,51.763572,-2.854878,341099,207556,SO410075,"Raglan","Raglan",1999-06-01,,45,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2ER,Yes,51.759928,-2.841595,342011,207140,SO420071,"Raglan","Raglan",1999-06-01,,40,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2ES,Yes,51.761734,-2.843488,341883,207342,SO418073,"Raglan","Raglan",1999-06-01,,41,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2ET,Yes,51.76567,-2.849966,341441,207785,SO414077,"Raglan","Raglan",1999-06-01,,45,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EU,Yes,51.773376,-2.829395,342870,208626,SO428086,"Raglan","Raglan",1999-06-01,,75,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EW,Yes,51.764348,-2.855791,341037,207643,SO410076,"Raglan","Raglan",2006-05-01,,46,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EX,Yes,51.772048,-2.831487,342724,208480,SO427084,"Raglan","Raglan",1999-06-01,,74,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EY,Yes,51.766689,-2.830302,342799,207883,SO427078,"Raglan","Raglan",1999-06-01,,70,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2EZ,Yes,51.75772,-2.819812,343512,206877,SO435068,"Raglan","Raglan",1999-06-01,,53,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2FA,No,51.761619,-2.856406,340991,207340,SO409073,"Raglan","Raglan",1999-06-01,2015-02-01,42,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2FB,Yes,51.762212,-2.856403,340992,207406,SO409074,"Raglan","Raglan",1999-06-01,,43,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2FD,Yes,51.76109,-2.854976,341089,207280,SO410072,"Raglan","Raglan",2001-12-01,,40,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HA,Yes,51.762564,-2.852642,341252,207442,SO412074,"Raglan","Raglan",1999-06-01,,40,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HB,Yes,51.761831,-2.853251,341209,207361,SO412073,"Raglan","Raglan",1999-06-01,,40,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HD,Yes,51.761885,-2.857314,340929,207370,SO409073,"Raglan","Raglan",1999-06-01,,43,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HE,Yes,51.763354,-2.851527,341330,207529,SO413075,"Raglan","Raglan",1999-06-01,,40,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HF,Yes,51.762916,-2.852402,341269,207481,SO412074,"Raglan","Raglan",1999-06-01,,41,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HG,Yes,51.76778,-2.84377,341871,208015,SO418080,"Raglan","Raglan",1999-06-01,,53,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HH,Yes,51.772239,-2.833665,342574,208503,SO425085,"Raglan","Raglan",1999-06-01,,78,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HJ,Yes,51.760572,-2.859443,340780,207226,SO407072,"Raglan","Raglan",1999-06-01,,41,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HL,Yes,51.762383,-2.858077,340877,207426,SO408074,"Raglan","Raglan",1999-06-01,,44,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HN,Yes,51.758154,-2.870732,339998,206966,SO399069,"Raglan","Raglan",1999-06-01,,53,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HP,Yes,51.753636,-2.863614,340483,206458,SO404064,"Raglan","Raglan",1999-06-01,,62,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HQ,Yes,51.770607,-2.836881,342350,208324,SO423083,"Raglan","Raglan",1999-06-01,,73,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HR,Yes,51.746885,-2.879187,339399,205720,SO393057,"Raglan","Raglan",1999-06-01,,73,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HS,Yes,51.746094,-2.880273,339323,205633,SO393056,"Raglan","Raglan",1999-06-01,,73,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HT,Yes,51.745718,-2.859833,340734,205574,SO407055,"Raglan","Raglan",1999-06-01,,42,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HU,Yes,51.748739,-2.866867,340252,205916,SO402059,"Raglan","Raglan",1999-06-01,,45,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HW,Yes,51.756135,-2.873852,339780,206744,SO397067,"Raglan","Raglan",1999-06-01,,55,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HX,Yes,51.751822,-2.853951,341148,206248,SO411062,"Raglan","Raglan",1999-06-01,,36,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HY,Yes,51.747431,-2.845259,341742,205753,SO417057,"Raglan","Raglan",1999-06-01,,32,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2HZ,Yes,51.755318,-2.846629,341658,206631,SO416066,"Raglan","Raglan",1999-06-01,,37,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2JA,Yes,51.741245,-2.865353,340347,205081,SO403050,"Raglan","Raglan",1999-06-01,,43,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2JB,Yes,51.760079,-2.850523,341395,207164,SO413071,"Raglan","Raglan",1999-06-01,,42,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2JG,Yes,51.774293,-2.880024,339378,208769,SO393087,"Llanover","Llanarth",1999-06-01,,59,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2JH,Yes,51.765574,-2.890491,338644,207808,SO386078,"Llanover","Llanarth",1999-06-01,,103,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2JJ,Yes,51.763627,-2.901006,337916,207600,SO379076,"Llanover","Llanarth",1999-06-01,,98,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2JL,Yes,51.758965,-2.886164,338934,207069,SO389070,"Raglan","Raglan",1999-06-01,,75,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2JP,Yes,51.769678,-2.873109,339849,208250,SO398082,"Llanover","Llanarth",1999-06-01,,59,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2JQ,Yes,51.774082,-2.886615,338923,208751,SO389087,"Llanover","Llanarth",1999-06-01,,69,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2JU,Yes,51.766447,-2.849063,341504,207871,SO415078,"Raglan","Raglan",1999-06-01,,46,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2JW,Yes,51.766185,-2.850377,341413,207843,SO414078,"Raglan","Raglan",1999-06-01,,45,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2JX,Yes,51.766869,-2.847796,341592,207917,SO415079,"Raglan","Raglan",1999-06-01,,48,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2JY,Yes,51.767115,-2.847849,341589,207944,SO415079,"Raglan","Raglan",1999-06-01,,48,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2JZ,Yes,51.767068,-2.84638,341690,207938,SO416079,"Raglan","Raglan",1999-06-01,,50,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2LA,Yes,51.766285,-2.846481,341682,207851,SO416078,"Raglan","Raglan",1999-06-01,,48,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2LB,Yes,51.766463,-2.846011,341715,207870,SO417078,"Raglan","Raglan",1999-06-01,,49,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2LD,Yes,51.773689,-2.835938,342419,208666,SO424086,"Raglan","Raglan",1999-06-01,,83,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2LE,Yes,51.802115,-2.847805,341637,211837,SO416118,"Llantilio Crossenny","Llantilio Crossenny",1999-06-01,,84,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001568,"Monmouthshire 005C"
NP15 2LF,Yes,51.810315,-2.846595,341731,212748,SO417127,"Llantilio Crossenny","Llantilio Crossenny",1999-06-01,,93,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001568,"Monmouthshire 005C"
NP15 2LG,Yes,51.800865,-2.848322,341600,211698,SO415116,"Llantilio Crossenny","Llantilio Crossenny",1999-06-01,,82,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001568,"Monmouthshire 005C"
NP15 2LH,Yes,51.787504,-2.84537,341786,210210,SO417102,"Mitchel Troy","Mitchel Troy",1999-06-01,,96,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001575,"Monmouthshire 005D"
NP15 2LJ,Yes,51.811338,-2.882298,339271,212891,SO392128,"Llantilio Crossenny","Llantilio Crossenny",1999-06-01,,68,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001568,"Monmouthshire 005C"
NP15 2LL,Yes,51.811396,-2.862909,340608,212881,SO406128,"Llantilio Crossenny","Llantilio Crossenny",1999-06-01,,96,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001568,"Monmouthshire 005C"
NP15 2LN,Yes,51.783819,-2.831722,342723,209789,SO427097,"Mitchel Troy","Mitchel Troy",1999-06-01,,94,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001575,"Monmouthshire 005D"
NP15 2LQ,Yes,51.814473,-2.851522,341397,213214,SO413132,"Llantilio Crossenny","Llantilio Crossenny",1999-06-01,,106,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001568,"Monmouthshire 005C"
NP15 2LU,Yes,51.795058,-2.904852,337694,211099,SO376110,"Llanover","Llanarth",1999-06-01,,61,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2LX,Yes,51.795247,-2.90603,337613,211121,SO376111,"Llanover","Llanarth",1999-06-01,,62,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2LY,Yes,51.806832,-2.895612,338347,212401,SO383124,"Llanover","Llanarth",1999-06-01,,91,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2LZ,Yes,51.806115,-2.909362,337398,212333,SO373123,"Llanover","Llanarth",1999-06-01,,106,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2NA,Yes,51.798418,-2.914036,337065,211481,SO370114,"Llanover","Llanarth",1999-06-01,,65,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2NB,Yes,51.799968,-2.907053,337549,211647,SO375116,"Llanover","Llanarth",1999-06-01,,84,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2WA,No,51.702419,-2.905631,337512,200797,SO375007,"Usk","Usk",2004-08-01,2006-01-01,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 2WY,No,51.702419,-2.905631,337512,200797,SO375007,"Usk","Usk",2006-11-01,2009-01-01,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 2WZ,No,51.702473,-2.905705,337507,200803,SO375008,"Usk","Usk",2004-11-01,2017-01-01,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 2XZ,No,51.799901,-2.907163,337541,211640,SO375116,"Llanover","Llanarth",2001-12-01,2004-02-01,84,Wales,2021-05-21,"Imputed by ONS by reference to surrounding postcode grid references",W01001566,"Monmouthshire 005A"
NP15 2YA,No,51.702422,-2.905638,337512,200797,SO375007,"Usk","Usk",1999-06-01,2018-12-01,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 2YB,Yes,51.785192,-2.912812,337131,210009,SO371100,"Llanover","Llanarth",1999-06-01,,40,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2YD,Yes,51.789505,-2.899212,338075,210477,SO380104,"Llanover","Llanarth",1999-06-01,,42,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001566,"Monmouthshire 005A"
NP15 2YE,No,51.764481,-2.852374,341273,207655,SO412076,"Raglan","Raglan",1999-06-01,2011-01-01,45,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001581,"Monmouthshire 005E"
NP15 2YF,No,51.702419,-2.905631,337512,200797,SO375007,"Usk","Usk",1999-06-01,2006-01-01,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 2YG,No,51.702419,-2.905631,337512,200797,SO375007,"Usk","Usk",2001-12-01,2002-12-01,18,Wales,2021-05-21,"Imputed by ONS by reference to surrounding postcode grid references",W01001597,"Monmouthshire 006F"
NP15 2YH,No,51.76944,-2.862728,340565,208215,SO405082,"Raglan","Raglan",1999-06-01,2000-06-01,60,Wales,2021-05-21,"Postcode sector mean (mainly PO Boxes)",W01001581,"Monmouthshire 005E"
NP15 2YS,No,51.702419,-2.905631,337512,200797,SO375007,"Usk","Usk",2004-06-01,2006-01-01,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 9AA,No,51.702419,-2.905631,337512,200797,SO375007,"Usk","Usk",2008-02-01,2012-03-01,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 9AE,No,51.702419,-2.905631,337512,200797,SO375007,"Usk","Usk",2009-10-01,2012-11-01,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 9AG,No,51.702419,-2.905631,337512,200797,SO375007,"Usk","Usk",2010-11-01,2014-11-01,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 9AH,No,51.702422,-2.905638,337512,200797,SO375007,"Usk","Usk",2011-09-01,2018-03-01,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 9AJ,No,51.702473,-2.905705,337507,200803,SO375008,"Usk","Usk",2012-02-01,2017-02-01,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 9AL,No,51.702419,-2.905631,337512,200797,SO375007,"Usk","Usk",2012-04-01,2013-05-01,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 9AN,No,51.702419,-2.905631,337512,200797,SO375007,"Usk","Usk",2012-11-01,2015-01-01,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 9AQ,No,51.702419,-2.905631,337512,200797,SO375007,"Usk","Usk",2014-11-01,2015-06-01,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 9AR,Yes,51.702422,-2.905638,337512,200797,SO375007,"Usk","Usk",2020-02-01,,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 9AS,No,51.702422,-2.905638,337512,200797,SO375007,"Usk","Usk",2015-08-01,2018-09-01,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 9AT,Yes,51.702473,-2.905705,337507,200803,SO375008,"Usk","Usk",2015-09-01,,18,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001597,"Monmouthshire 006F"
NP15 9AU,No,51.702476,-2.905711,337507,200803,SO375008,"Usk","Usk",2019-05-01,2020-04-01,18,Wales,2021-05-21,"Imputed by ONS by reference to surrounding postcode grid references",W01001597,"Monmouthshire 006F"
NP15 9AW,No,51.702422,-2.905638,337512,200797,SO375007,"Usk","Usk",2017-12-01,2018-07-01,18,Wales,2021-05-21,"Imputed by ONS by reference to surrounding postcode grid references",W01001597,"Monmouthshire 006F"
NP15 9AX,Yes,51.702422,-2.905638,337512,200797,SO375007,"Usk","Usk",2019-01-01,,19,Wales,2021-05-21,"Imputed by ONS by reference to surrounding postcode grid references",W01001597,"Monmouthshire 006F"
NP15 9AY,Yes,51.702422,-2.905638,337512,200797,SO375007,"Usk","Usk",2021-01-01,,19,Wales,2021-05-21,"Imputed by ONS by reference to surrounding postcode grid references",W01001597,"Monmouthshire 006F"
NP15 9AZ,Yes,51.702422,-2.905638,337512,200797,SO375007,"Usk","Usk",2020-11-01,,19,Wales,2021-05-21,"Imputed by ONS by reference to surrounding postcode grid references",W01001597,"Monmouthshire 006F"
NP15 9BA,Yes,51.712093,-2.917786,336686,201883,SO366018,"Llanbadoc","Llanbadoc",2021-03-01,,23,Wales,2021-05-21,"Imputed by ONS by reference to surrounding postcode grid references",W01001560,"Monmouthshire 006C"
